Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
71,7 Days to Die,12,2016,697102,63195 hours,3956,165,2121,938,85,11.03
72,Sid Meier's Civilization VI,12,2016,667980,9448 hours,29502,43,517,899,12,70.7
73,World of Warships,12,2016,663644,34655 hours,3270,91,965,893,46,19.15
74,PLAYERUNKNOWN'S BATTLEGROUNDS,12,2016,646304,3771 hours,32673,117,627,869,5,171.39
75,The Forest,12,2016,645143,21441 hours,18193,100,652,868,28,30.09
76,Vainglory,12,2016,641527,8034 hours,23099,27,221,863,10,79.85
77,EVE Online,12,2016,632768,14796 hours,15967,74,474,851,19,42.77
78,Battlerite,12,2016,616525,23674 hours,28960,109,1693,829,31,26.04
79,osu!,12,2016,613752,67760 hours,12721,175,4542,826,91,9.06
80,Summoners War: Sky Arena,12,2016,603173,14323 hours,4284,49,328,811,19,42.11
81,Jackbox Party Packs,12,2016,591067,12116 hours,32927,80,762,795,16,48.78
82,Garry's Mod,12,2016,559353,22574 hours,30862,96,1196,752,30,24.78
83,Shadowverse,12,2016,532834,12254 hours,31281,71,462,717,16,43.48
84,Retro,12,2016,524743,21898 hours,3142,53,590,706,29,23.96
85,The Witcher 3: Wild Hunt,12,2016,517764,37571 hours,7716,116,1654,696,50,13.78
86,Euro Truck Simulator 2,12,2016,510846,44703 hours,21213,179,1438,687,60,11.43
87,Steep,12,2016,508128,28112 hours,26026,196,2190,683,37,18.08
88,Super Mario 64,12,2016,492553,10515 hours,7411,34,336,662,14,46.84
89,Gears of War 4,12,2016,480599,49819 hours,11738,155,2483,646,67,9.65
90,Social Eating,12,2016,471598,5307 hours,27457,23,659,634,7,88.86
91,Escape From Tarkov,12,2016,452362,214 hours,69778,18,0,608,0,2113.84
92,Diablo III,12,2016,446884,41455 hours,3340,109,1740,601,55,10.78
93,Casino_old,12,2016,446678,6498 hours,4287,25,136,601,8,68.74
94,The Walking Dead: Season One,12,2016,446238,11057 hours,23422,45,319,600,14,40.36
95,Farming Simulator 17,12,2016,437588,46103 hours,3326,176,1700,588,62,9.49
96,The Last of Us,12,2016,433770,37227 hours,6699,117,1601,583,50,11.65
97,Paladins,12,2016,432256,40006 hours,7538,109,2002,581,53,10.8
98,Resident Evil 7 biohazard,12,2016,430482,5669 hours,49143,63,1489,579,7,75.94
99,Blade & Soul,12,2016,428236,29121 hours,12768,76,668,576,39,14.71
100,Stardew Valley,12,2016,415969,29320 hours,6039,104,780,559,39,14.19
101,The Elder Scrolls Online,12,2016,415418,25153 hours,2104,70,1407,559,33,16.52
102,The Walking Dead: A New Frontier,12,2016,411333,7573 hours,26041,250,0,553,10,54.32
103,Football Manager 2017,12,2016,410196,4801 hours,3188,21,144,552,6,85.44
104,Mario Kart 8,12,2016,407022,4873 hours,39769,25,271,547,6,83.53
105,Heroes of Might and Magic III: The Shadow of Death,12,2016,399425,3335 hours,14578,17,88,537,4,119.77
106,Titanfall 2,12,2016,398691,32387 hours,8711,136,4530,536,43,12.31
107,Final Fantasy XIV: Heavensward,12,2016,384564,41194 hours,5170,210,1860,517,55,9.34
108,Miscreated,12,2016,382735,13203 hours,19337,51,390,515,17,28.99
109,Guild Wars 2,12,2016,374374,21192 hours,5971,69,673,503,28,17.67
110,The Game Awards 2016,12,2016,367414,627 hours,154906,213,244,494,0,585.99
111,Darkest Dungeon,12,2016,361721,10293 hours,5407,38,394,486,13,35.14
112,Diablo II: Lord of Destruction,12,2016,353366,10436 hours,3768,31,287,475,14,33.86
113,Gang Beasts,12,2016,344121,3403 hours,37790,23,201,463,4,101.12
114,Star Citizen,12,2016,342175,9839 hours,15878,43,261,460,13,34.78
115,Games + Demos,12,2016,338670,6376 hours,12428,23,292,455,8,53.12
116,Age of Empires II,12,2016,331306,4653 hours,9127,16,109,445,6,71.2
117,Fallout 4,12,2016,328932,70952 hours,3723,189,3342,442,95,4.64
118,MapleStory,12,2016,326260,19054 hours,2822,64,631,439,25,17.12
119,StarCraft: Brood War,12,2016,325139,7616 hours,10012,26,153,437,10,42.69
120,Super Mario Sunshine,12,2016,320946,4685 hours,8424,25,132,431,6,68.51
121,Gwent: The Witcher Card Game,12,2016,319205,10278 hours,7210,40,373,429,13,31.06
122,Don't Starve Together,12,2016,314798,17731 hours,5837,52,770,423,23,17.75
123,Total War: Warhammer,12,2016,311460,7866 hours,6788,63,151,419,10,39.6
124,Stonehearth,12,2016,308369,1462 hours,16269,24,30,415,1,210.92
125,M.U.G.E.N,12,2016,306520,1576 hours,871,5,11,412,2,194.49
126,The Long Dark,12,2016,299410,6895 hours,30440,36,199,402,9,43.42
127,Outlast,12,2016,295051,63545 hours,13272,685,790,397,85,4.64
128,My Summer Car,12,2016,293496,4251 hours,12948,20,265,395,5,69.04
129,Kerbal Space Program,12,2016,289908,8198 hours,8639,28,312,390,11,35.36
130,Borderlands 2,12,2016,282644,18833 hours,6632,62,927,380,25,15.01
131,Terraria,12,2016,275798,23155 hours,28497,76,1090,371,31,11.91
132,The Binding of Isaac: Rebirth,12,2016,270451,7787 hours,12627,48,393,363,10,34.73
133,Cities: Skylines,12,2016,262547,9323 hours,23512,37,637,353,12,28.16
134,Batman: The Telltale Series,12,2016,261988,4567 hours,12276,39,167,352,6,57.37
135,Viscera Cleanup Detail,12,2016,250781,1091 hours,36637,14,69,337,1,229.86
136,Golf With Your Friends,12,2016,249337,4425 hours,26860,25,432,335,5,56.35
137,Dofus,12,2016,242094,6105 hours,8764,27,234,325,8,39.66
138,Dragon Ball: Xenoverse 2,12,2016,237908,9670 hours,10920,38,1304,320,13,24.6
139,Uncharted 4: A Thief's End,12,2016,232933,35292 hours,4557,124,1125,313,47,6.6
140,Mortal Kombat X,12,2016,232176,14468 hours,7902,45,868,312,19,16.05
141,Tekken 7: Fated Retribution,12,2016,223643,613 hours,24527,5,8,301,0,364.83
142,Shoppe Keep,12,2016,217437,284 hours,16929,7,5,292,0,765.62
143,The Legend of Zelda: Majora's Mask,12,2016,212619,4071 hours,8345,45,135,286,5,52.23
144,Shadow Tactics: Blades of the Shogun,12,2016,207441,4900 hours,17292,36,16,279,6,42.33
145,Microsoft Flight Simulator X,12,2016,206700,15448 hours,2503,69,401,278,20,13.38
146,Board Games,12,2016,206483,1227 hours,20072,10,49,277,1,168.28
147,The Walking Dead: Season Two,12,2016,201775,5869 hours,18345,34,125,271,7,34.38
148,Kartrider,12,2016,201424,2544 hours,5591,20,180,271,3,79.18
149,DOOM,12,2016,200507,19170 hours,3546,71,1150,269,25,10.46
150,Team Fortress 2,12,2016,199206,15892 hours,6687,56,872,268,21,12.53
151,Dishonored 2,12,2016,198383,17773 hours,15569,67,1088,267,23,11.16
152,Roblox,12,2016,196429,31630 hours,5418,109,1878,264,42,6.21
153,Ultimate Chicken Horse,12,2016,189364,1594 hours,33497,13,145,254,2,118.8
154,Heroes of Newerth,12,2016,186578,7425 hours,1339,24,176,251,9,25.13
155,Factorio,12,2016,183135,8720 hours,4778,29,268,246,11,21
156,Forza Horizon 3,12,2016,181384,32055 hours,30563,149,1517,244,43,5.66
157,The Sims 4,12,2016,180654,11154 hours,3938,41,576,243,15,16.2
158,Prime World,12,2016,180222,5817 hours,1326,23,116,242,7,30.98
159,Chess,12,2016,180214,3674 hours,21238,16,149,242,4,49.05
160,Star Wars Battlefront,12,2016,178369,32175 hours,6758,117,24,240,43,5.54
161,Europa Universalis IV,12,2016,177960,6783 hours,8709,25,181,239,9,26.24
162,Worms W.M.D,12,2016,173746,665 hours,31822,12,32,233,0,261.27
163,Final Fantasy VII,12,2016,172403,7272 hours,3021,25,248,232,9,23.71
164,Hearts of Iron IV,12,2016,168124,3294 hours,20148,19,102,226,4,51.04
165,Ultimate Marvel vs. Capcom 3,12,2016,166798,7025 hours,9415,96,724,224,9,23.74
166,Karaoke,12,2016,165798,172 hours,16780,9,9,223,0,963.94
167,Puzzle & Dragons,12,2016,164076,4013 hours,2104,16,119,220,5,40.89
168,Twitch Plays,12,2016,163605,7210 hours,1420,13,22,220,9,22.69
169,Fate/Extella: The Umbral Star,12,2016,163414,1580 hours,6117,17,30,219,2,103.43
170,PlanetSide 2,12,2016,163215,8502 hours,16785,30,356,219,11,19.2
171,Geometry Dash,12,2016,162578,15946 hours,3211,60,789,218,21,10.2
172,Dark Souls II: Scholar of the First Sin,12,2016,162005,13353 hours,2985,45,564,218,17,12.13
173,Super Mario World,12,2016,158674,4343 hours,1847,23,186,213,5,36.54
174,Eternal Card Game,12,2016,158525,4359 hours,10292,16,104,213,5,36.37
175,Rhythm Tengoku: The Best Plus,12,2016,155979,124 hours,12617,5,14,209,0,1257.9
176,Virtual Reality,12,2016,155589,2189 hours,22043,15,88,209,2,71.08
177,Transport Tycoon Deluxe,12,2016,155576,683 hours,33740,7,21,209,0,227.78
178,Space Hulk: Deathwing,12,2016,155377,4206 hours,31947,176,4,209,5,36.94
179,Star Wars: The Old Republic,12,2016,154659,15712 hours,2206,56,516,208,21,9.84
180,FTL: Faster Than Light,12,2016,154553,2981 hours,10919,13,146,208,4,51.85
181,The Elder Scrolls: Legends,12,2016,151144,3251 hours,17149,19,85,203,4,46.49
182,Alien: Isolation,12,2016,150761,5866 hours,6323,24,387,202,7,25.7
183,Dark Souls II,12,2016,150503,3773 hours,3184,20,142,202,5,39.89
184,Slime Rancher,12,2016,150371,2240 hours,20106,13,146,202,3,67.13
185,Left 4 Dead 2,12,2016,149041,15207 hours,10305,50,982,200,20,9.8
186,Clash of Clans,12,2016,148666,7087 hours,1442,23,319,200,9,20.98
187,Rock Band 4,12,2016,147226,13320 hours,4163,53,615,198,17,11.05
188,War Thunder,12,2016,146823,20886 hours,1166,64,866,197,28,7.03
189,Yakuza 0,12,2016,144270,1222 hours,5166,8,38,194,1,118.06
190,Duelyst,12,2016,143541,2686 hours,12319,12,79,193,3,53.44
191,Blood Bowl 2,12,2016,143067,2937 hours,9557,16,137,192,3,48.71
192,Trove,12,2016,141358,27872 hours,1979,135,256,190,37,5.07
193,Tabletop Simulator,12,2016,141338,3318 hours,7899,20,217,190,4,42.6
194,Guilty Gear Xrd: Revelator,12,2016,141141,4288 hours,6584,21,207,189,5,32.92
195,Breakaway,12,2016,140684,2801 hours,7317,181,3,189,3,50.23
196,Grand Theft Auto: San Andreas,12,2016,140340,8613 hours,5953,32,481,188,11,16.29
197,PAYDAY 2,12,2016,138698,18477 hours,12879,69,891,186,24,7.51
198,Life is Strange,12,2016,137714,8111 hours,5871,33,523,185,10,16.98
199,Undertale,12,2016,136892,8589 hours,3880,36,455,184,11,15.94
200,XCOM: Enemy Within,12,2016,135948,2425 hours,1139,12,66,182,3,56.06
1,League of Legends,1,2017,99332369,1363324 hours,379399,2868,129423,133690,1834,72.86
2,Counter-Strike: Global Offensive,1,2017,72376812,694606 hours,1233293,2177,110118,97411,934,104.2
3,Dota 2,1,2017,39036428,359580 hours,231960,877,33380,52538,483,108.56
4,Hearthstone,1,2017,37651061,179394 hours,97854,415,24800,50674,241,209.88
5,Overwatch,1,2017,25700463,972764 hours,88338,2423,149853,34590,1309,26.42
6,Z1: Battle Royale,1,2017,20399947,482900 hours,70909,1139,47926,27456,649,42.24
7,World of Warcraft,1,2017,12870858,547096 hours,45003,2634,43302,17322,736,23.53
8,Resident Evil 7 biohazard,1,2017,10247987,285149 hours,224481,3497,58099,13792,383,35.94
9,Minecraft,1,2017,10054852,360769 hours,91193,1134,68114,13532,485,27.87
10,FIFA 17,1,2017,9150705,182753 hours,144454,717,36055,12315,245,50.07
11,Talk Shows & Podcasts,1,2017,8141681,77919 hours,314999,697,16797,10957,104,104.49
12,RuneScape,1,2017,7186318,92407 hours,48173,209,8757,9672,124,77.77
13,Destiny,1,2017,6409419,1142731 hours,20422,3088,77673,8626,1537,5.61
14,SMITE,1,2017,5997773,149152 hours,103551,405,21572,8072,200,40.21
15,World of Tanks,1,2017,5768422,151666 hours,35956,430,15530,7763,204,38.03
16,For Honor,1,2017,5536991,64732 hours,146765,1633,16258,7452,87,85.54
17,Heroes of the Storm,1,2017,5488695,111925 hours,32608,253,11915,7387,150,49.04
18,Tom Clancy's Rainbow Six Siege,1,2017,5311227,377942 hours,31152,1043,67517,7148,508,14.05
19,StarCraft II,1,2017,5249904,56316 hours,39537,136,5433,7065,75,93.22
20,Creative,1,2017,5032372,218688 hours,33280,479,26789,6773,294,23.01
21,IRL,1,2017,4753417,57186 hours,43932,204,12905,6397,76,83.12
22,Arma 3,1,2017,4352882,115111 hours,43375,422,10912,5858,154,37.81
23,Grand Theft Auto V,1,2017,4293651,384895 hours,44491,1100,88229,5778,518,11.16
24,Dead by Daylight,1,2017,4292105,137530 hours,21384,382,12214,5776,185,31.21
25,Poker,1,2017,4121682,43662 hours,36492,139,2779,5547,58,94.4
26,The Binding of Isaac: Afterbirth,1,2017,3754499,48786 hours,65155,382,7553,5053,65,76.96
27,Conan Exiles,1,2017,3292407,12781 hours,174794,847,3318,4431,17,257.6
28,NBA 2K17,1,2017,3150126,211330 hours,23852,655,41451,4239,284,14.91
29,Path of Exile,1,2017,3029024,80142 hours,23304,185,6110,4076,107,37.8
30,Pok<U+00E9>mon Sun/Moon,1,2017,2704126,37197 hours,10651,103,2670,3639,50,72.7
31,Call of Duty: Infinite Warfare,1,2017,2599848,134391 hours,23273,662,40815,3499,180,19.35
32,Rocket League,1,2017,2360842,151291 hours,35737,426,42155,3177,203,15.6
33,Dark Souls III,1,2017,2335640,97695 hours,271174,232,18173,3143,131,23.91
34,Tom Clancy's The Division,1,2017,2191513,182745 hours,25517,457,25175,2949,245,11.99
35,ARK: Survival Evolved,1,2017,2167646,192501 hours,18756,483,24488,2917,259,11.26
36,Diablo III,1,2017,2163755,132192 hours,16772,905,16173,2912,177,16.37
37,Clash Royale,1,2017,2089145,32436 hours,27037,95,5877,2811,43,64.41
38,Battlefield 1,1,2017,2052139,262373 hours,14614,717,63244,2761,353,7.82
39,Super Smash Bros. Melee,1,2017,1971856,12747 hours,152438,57,2374,2653,17,154.69
40,Street Fighter V,1,2017,1962277,37712 hours,17394,107,6005,2641,50,52.03
41,The Forest,1,2017,1868282,45374 hours,28096,178,8342,2514,61,41.18
42,Magic: The Gathering,1,2017,1831068,13812 hours,21464,49,1159,2464,18,132.57
43,Black Desert Online,1,2017,1821429,74511 hours,11389,164,5891,2451,100,24.45
44,Borderlands 2,1,2017,1820414,45794 hours,206508,304,6101,2450,61,39.75
45,Rust,1,2017,1807206,76000 hours,37539,299,9907,2432,102,23.78
46,Call of Duty: Modern Warfare Remastered,1,2017,1740196,62831 hours,19383,221,23754,2342,84,27.7
47,Paladins,1,2017,1675358,61431 hours,45152,175,12082,2254,82,27.27
48,Fallout 4,1,2017,1459694,81507 hours,11484,205,14491,1964,109,17.91
49,DayZ,1,2017,1434073,54482 hours,9537,174,5680,1930,73,26.32
50,Warcraft III,1,2017,1380240,21415 hours,19563,60,1515,1857,28,64.45
51,Super Smash Bros. for Wii U,1,2017,1374291,16255 hours,75113,69,2022,1849,21,84.55
52,Bloodborne,1,2017,1242944,53584 hours,16804,146,9087,1672,72,23.2
53,XCOM 2,1,2017,1219112,24183 hours,13738,94,3123,1640,32,50.41
54,Super Mario Maker,1,2017,1171104,15037 hours,10311,45,1145,1576,20,77.88
55,Call of Duty: Black Ops III,1,2017,1107967,250420 hours,21282,847,57836,1491,337,4.42
56,Halo 5: Guardians,1,2017,1080741,62357 hours,25935,189,9863,1454,83,17.33
57,The Witcher 3: Wild Hunt,1,2017,1067593,53217 hours,21902,142,8096,1436,71,20.06
58,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,1,2017,1057516,41128 hours,12981,149,1767,1423,55,25.71
59,The Legend of Zelda: The Wind Waker HD,1,2017,1038937,2759 hours,247477,20,378,1398,3,376.56
60,Music,1,2017,1032997,20678 hours,20493,59,4623,1390,27,49.96
61,Dungeons & Dragons,1,2017,1032393,14381 hours,34792,89,1414,1389,19,71.79
62,Madden NFL 17,1,2017,1025337,198115 hours,11986,742,32557,1379,266,5.18
63,The Elder Scrolls V: Skyrim,1,2017,1015083,83904 hours,8019,200,14949,1366,112,12.1
64,RimWorld,1,2017,901552,26662 hours,9807,70,2568,1213,35,33.81
65,Undertale,1,2017,867593,11016 hours,216515,44,2716,1167,14,78.76
66,The Legend of Zelda: Ocarina of Time,1,2017,853314,11895 hours,7059,48,1216,1148,16,71.74
67,7 Days to Die,1,2017,851122,72413 hours,23043,177,10178,1145,97,11.75
68,World of Warships,1,2017,831995,38119 hours,7400,98,3596,1119,51,21.83
69,Final Fantasy XV,1,2017,804159,145401 hours,8586,492,25382,1082,195,5.53
70,Nioh,1,2017,768167,5358 hours,55483,130,1458,1033,7,143.37
71,Paragon,1,2017,765627,75965 hours,4093,180,8400,1030,102,10.08
72,ASTRONEER,1,2017,761112,21225 hours,29721,72,4782,1024,28,35.86
73,Tibia,1,2017,756429,21355 hours,3412,62,1656,1018,28,35.42
74,Let It Die,1,2017,751888,28901 hours,10765,102,5251,1011,38,26.02
75,Warframe,1,2017,737234,83509 hours,14258,207,13232,992,112,8.83
76,Shadowverse,1,2017,723928,18199 hours,19293,50,2164,974,24,39.78
77,Darkest Dungeon,1,2017,711586,17280 hours,13005,52,2622,957,23,41.18
78,Stardew Valley,1,2017,696427,39692 hours,6331,107,6854,937,53,17.55
79,Pok<U+00E9>mon Emerald,1,2017,684552,1224 hours,203536,26,309,921,1,559.27
80,Summoners War: Sky Arena,1,2017,678735,17130 hours,3696,55,1062,913,23,39.62
81,Final Fantasy,1,2017,675710,1821 hours,164287,13,223,909,2,371.07
82,Dark Souls,1,2017,672288,26597 hours,5335,71,3749,904,35,25.28
83,Elite: Dangerous,1,2017,672086,29434 hours,9485,90,3143,904,39,22.83
84,Super Mario Galaxy 2,1,2017,669867,802 hours,182322,18,155,901,1,835.25
85,Super Metroid,1,2017,661352,3575 hours,224496,22,438,890,4,184.99
86,Final Fantasy XIV: Heavensward,1,2017,656262,61187 hours,6964,307,6689,883,82,10.73
87,osu!,1,2017,624843,72933 hours,5804,195,16013,840,98,8.57
88,Heroes of Might and Magic III: The Shadow of Death,1,2017,622697,4268 hours,14856,18,298,838,5,145.9
89,Detention,1,2017,617452,5696 hours,38085,94,1791,831,7,108.4
90,Super Mario Sunshine,1,2017,615295,4660 hours,194094,22,644,828,6,132.04
91,Jackbox Party Packs,1,2017,608211,14523 hours,47526,136,3664,818,19,41.88
92,EVE Online,1,2017,584184,12174 hours,2606,33,1162,786,16,47.99
93,Paper Mario: The Thousand-Year Door,1,2017,582545,1976 hours,169832,16,330,784,2,294.81
94,Gears of War 4,1,2017,563639,52945 hours,19350,162,10778,758,71,10.65
95,Casino_old,1,2017,552559,7637 hours,3506,28,454,743,10,72.35
96,Games + Demos,1,2017,530507,7695 hours,11116,28,1845,714,10,68.94
97,The Culling,1,2017,526317,6141 hours,35534,73,1286,708,8,85.71
98,The Elder Scrolls Online,1,2017,520660,36118 hours,49913,106,5629,700,48,14.42
99,Roblox,1,2017,519359,37283 hours,17560,136,12839,699,50,13.93
100,Euro Truck Simulator 2,1,2017,503627,44302 hours,7738,163,5984,677,59,11.37
101,Infestation: The New Z,1,2017,501331,39205 hours,5731,105,3873,674,52,12.79
102,Retro,1,2017,493602,24445 hours,3421,64,1852,664,32,20.19
103,The Sims 4,1,2017,489796,19990 hours,7511,81,3677,659,26,24.5
104,Metal Gear Solid 2: Sons of Liberty,1,2017,486855,782 hours,177214,10,103,655,1,622.58
105,Tabletop Simulator,1,2017,473928,4661 hours,28174,27,1349,637,6,101.68
106,The Legend of Zelda: A Link to the Past,1,2017,469142,5786 hours,182559,27,773,631,7,81.08
107,Stonehearth,1,2017,456406,4674 hours,17583,32,635,614,6,97.65
108,The Long Dark,1,2017,455827,10913 hours,6902,37,1531,613,14,41.77
109,Blood Bowl 2,1,2017,444527,4909 hours,5188,24,493,598,6,90.55
110,The Legend of Zelda: Ocarina of Time 3D,1,2017,443399,603 hours,209526,13,87,596,0,735.32
111,Subnautica,1,2017,439979,14816 hours,12961,52,2659,592,19,29.7
112,Star Wars: Force Arena,1,2017,434898,1413 hours,29759,12,237,585,1,307.78
113,Garry's Mod,1,2017,426124,26347 hours,12936,114,6731,573,35,16.17
114,MapleStory,1,2017,424077,21518 hours,4611,53,1772,570,28,19.71
115,Super Mario 64,1,2017,418177,10411 hours,8101,33,1201,562,14,40.17
116,Resident Evil 6,1,2017,416217,11337 hours,10703,35,2474,560,15,36.71
117,StarCraft: Brood War,1,2017,404840,8737 hours,25009,27,504,544,11,46.34
118,Blade & Soul,1,2017,401162,30882 hours,5510,74,2197,539,41,12.99
119,Football Manager 2017,1,2017,394850,5524 hours,3253,24,501,531,7,71.48
120,Guild Wars 2,1,2017,371176,22230 hours,3770,68,2564,499,29,16.7
121,UNO,1,2017,369826,905 hours,37207,11,627,497,1,408.65
122,Farming Simulator 17,1,2017,366994,37223 hours,3952,120,4770,493,50,9.86
123,Mass Effect 2,1,2017,365563,14808 hours,23843,52,2376,492,19,24.69
124,Mario Kart 8,1,2017,365054,5975 hours,41181,31,1222,491,8,61.1
125,Escape From Tarkov,1,2017,358976,1118 hours,36235,7,169,483,1,321.09
126,Tetris with Cardcaptor Sakura: Eternal Heart,1,2017,357195,41 hours,181376,10,20,480,0,8712.07
127,Yakuza 0,1,2017,354847,11534 hours,37505,112,1672,477,15,30.77
128,Mega Man,1,2017,351917,533 hours,191044,13,156,473,0,660.26
129,Social Eating,1,2017,350287,4345 hours,20145,21,2844,471,5,80.62
130,Halo 2,1,2017,349319,770 hours,189722,12,142,470,1,453.66
131,Gwent: The Witcher Card Game,1,2017,347339,10744 hours,3662,36,1275,467,14,32.33
132,S.T.A.L.K.E.R.: Call of Pripyat,1,2017,347109,3467 hours,11190,23,705,467,4,100.12
133,Enter the Gungeon,1,2017,344728,9244 hours,8724,50,2678,463,12,37.29
134,Kirby's Dream Land 3,1,2017,343155,80 hours,159503,15,42,461,0,4289.44
